,gene AID,gene name,subject AID,subject name,gene product AID,subject product AID,gene product name,subject product name,COV
0,NP_001018030.1,YCL064C,XP_503774.1,YALI0_E10307g,NP_001018030.1,XP_503774.1,L-serine/L-threonine ammonia-lyase CHA1,YALI0E10307p,0.9305555555555556
1,NP_001027534.1,YIL156W-B,XP_505700.1,YALI0_F21241g,NP_001027534.1,XP_505700.1,Mco8p,YALI0F21241p,1.0
2,NP_001106172.4,YGL041W-A,XP_503721.1,YALI0_E09130g,NP_001106172.4,XP_503721.1,Dpc13p,YALI0E09130p,0.9090909090909092
3,NP_009305.1,Q0045,NP_075426.2,YalifMp05,NP_009305.1,NP_075426.2,cytochrome c oxidase subunit 1 (mitochondrion),COX1-i7 protein (mitochondrion),0.6891385767790262
4,NP_009306.1,Q0070,NP_075426.2,YalifMp05,NP_009306.1,NP_075426.2,intron-encoded DNA endonuclease aI5 alpha (mitochondrion),COX1-i7 protein (mitochondrion),0.5126984126984127
5,NP_009307.2,Q0065,NP_075427.2,YalifMp06,NP_009307.2,NP_075427.2,intron-encoded DNA endonuclease aI4 (mitochondrion),COX1-i5 protein (mitochondrion),0.4496402877697841
6,NP_009308.2,Q0060,NP_075429.2,YalifMp09,NP_009308.2,NP_075429.2,intron-encoded DNA endonuclease aI3 (mitochondrion),COX1-i2 protein (mitochondrion),1.0313253012048194
7,NP_009311.2,Q0075,NP_075429.2,YalifMp09,NP_009311.2,NP_075429.2,intron-encoded DNA endonuclease aI5 beta (mitochondrion),COX1-i2 protein (mitochondrion),0.5649717514124294
8,NP_009312.1,Q0080,NP_075432.2,YalifMp12,NP_009312.1,NP_075432.2,F1F0 ATP synthase subunit 8 (mitochondrion),ATP8 protein (mitochondrion),0.9791666666666666
9,NP_009313.1,Q0085,NP_075433.2,YalifMp13,NP_009313.1,NP_075433.2,F1F0 ATP synthase subunit a (mitochondrion),ATP6 protein (mitochondrion),0.9845559845559846
10,NP_009315.1,Q0105,NP_075443.2,YalifMp23,NP_009315.1,NP_075443.2,cytochrome b (mitochondrion),COB protein (mitochondrion),1.0
11,NP_009316.1,Q0120,NP_075443.2,YalifMp23,NP_009316.1,NP_075443.2,intron-encoded RNA maturase bI4 (mitochondrion),COB protein (mitochondrion),0.396551724137931
12,NP_009317.1,Q0115,NP_075443.2,YalifMp23,NP_009317.1,NP_075443.2,cytochrome b mRNA maturase bI3 (mitochondrion),COB protein (mitochondrion),0.3365570599613153
13,NP_009318.1,Q0110,NP_075443.2,YalifMp23,NP_009318.1,NP_075443.2,cytochrome b mRNA maturase bI2 (mitochondrion),COB protein (mitochondrion),0.3380614657210402
14,NP_009319.1,Q0130,NP_075437.1,YalifMp17,NP_009319.1,NP_075437.1,F0 ATP synthase subunit c (mitochondrion),ATP synthetase subunit 9 (mitochondrion),1.0
15,NP_009324.1,Q0160,NP_075435.2,YalifMp15,NP_009324.1,NP_075435.2,intron-encoded endonuclease I-SceI (mitochondrion),COX3-i1 (mitochondrion),0.5787234042553191
16,NP_009326.1,Q0250,NP_075438.2,YalifMp18,NP_009326.1,NP_075438.2,cytochrome c oxidase subunit 2 (mitochondrion),cytochrome c oxidase subunit 2 (mitochondrion),0.952191235059761
17,NP_009327.1,Q0255,NP_075429.2,YalifMp09,NP_009327.1,NP_075429.2,maturase-like protein (mitochondrion),COX1-i2 protein (mitochondrion),0.298728813559322
18,NP_009328.1,Q0275,NP_075434.2,YalifMp14,NP_009328.1,NP_075434.2,cytochrome c oxidase subunit 3 (mitochondrion),cytochrome c oxidase subunit 3 (mitochondrion),0.9888475836431226
19,NP_009333.1,YAL067C,XP_505380.1,YALI0_F13607g,NP_009333.1,XP_505380.1,putative permease SEO1,YALI0F13607p,0.9713322091062394
20,NP_009339.1,YAL062W,XP_505553.1,YALI0_F17820g,NP_009339.1,XP_505553.1,glutamate dehydrogenase (NADP(+)) GDH3,YALI0F17820p,1.0043763676148796
21,NP_009340.1,YAL061W,XP_503864.1,YALI0_E12463g,NP_009340.1,XP_503864.1,putative dehydrogenase BDH2,YALI0E12463p,0.815347721822542
22,NP_009341.2,YAL060W,XP_500798.1,YALI0_B12386g,NP_009341.2,XP_500798.1,"(R,R)-butanediol dehydrogenase",YALI0B12386p,0.2617801047120419
23,NP_009343.1,YAL058W,XP_500829.1,YALI0_B13156g,NP_009343.1,XP_500829.1,calnexin,YALI0B13156p,0.7788844621513944
24,NP_009347.1,YAL054C,XP_505057.1,YALI0_F05962g,NP_009347.1,XP_505057.1,acetate--CoA ligase 1,acetate--CoA ligase,0.9032258064516128
25,NP_009348.2,YAL053W,XP_501358.1,YALI0_C02409g,NP_009348.2,XP_501358.1,flavin adenine dinucleotide transporter FLC2,YALI0C02409p,0.9782886334610472
26,NP_009350.1,YAL049C,XP_506055.1,YALI0_F30547g,NP_009350.1,XP_506055.1,protein AIM2,YALI0F30547p,0.9552845528455284
27,NP_009351.1,YAL048C,XP_505121.1,YALI0_F07491g,NP_009351.1,XP_505121.1,ERMES complex Ca(2+)-binding regulatory GTPase GEM1,YALI0F07491p,0.9833836858006042
28,NP_009353.1,YAL046C,XP_505482.1,YALI0_F16071g,NP_009353.1,XP_505482.1,Bol3p,YALI0F16071p,0.6101694915254238
29,NP_009355.3,YAL044C,XP_503365.1,YALI0_E00242g,NP_009355.3,XP_503365.1,glycine decarboxylase subunit H,YALI0E00242p,1.0176470588235291
30,NP_009356.1,YAL043C,XP_504968.1,YALI0_F03883g,NP_009356.1,XP_504968.1,RNA-processing protein PTA1,YALI0F03883p,0.2878980891719745
31,NP_009358.1,YAL042W,XP_501785.1,YALI0_C13112g,NP_009358.1,XP_501785.1,Erv46p,YALI0C13112p,1.0048192771084337
32,NP_009359.1,YAL041W,XP_501845.1,YALI0_C14828g,NP_009359.1,XP_501845.1,Rho family guanine nucleotide exchange factor CDC24,YALI0C14828p,0.5187353629976581
33,NP_009360.1,YAL040C,XP_501811.1,YALI0_C13926g,NP_009360.1,XP_501811.1,cyclin CLN3,YALI0C13926p,0.2568965517241379
34,NP_009361.1,YAL039C,XP_501778.2,YALI0_C12918g,NP_009361.1,XP_501778.2,holocytochrome c synthase CYC3,YALI0C12918p,1.063197026022305
35,NP_009362.1,YAL038W,XP_505195.2,YALI0_F09185g,NP_009362.1,XP_505195.2,pyruvate kinase CDC19,YALI0F09185p,1.002
36,NP_009364.1,YAL036C,XP_499610.1,YALI0_A00286g,NP_009364.1,XP_499610.1,GTP-binding protein RBG1,YALI0A00286p,1.0
37,NP_009365.1,YAL035W,XP_499629.1,YALI0_A00803g,NP_009365.1,XP_499629.1,translation initiation factor eIF5B,YALI0A00803p,0.8213572854291418
38,NP_009367.1,YAL034W-A,XP_505065.1,YALI0_F06138g,NP_009367.1,XP_505065.1,MIND complex subunit MTW1,YALI0F06138p,1.0311418685121108
39,NP_009368.2,YAL034C,XP_502727.1,YALI0_D12078g,NP_009368.2,XP_502727.1,Fun19p,YALI0D12078p,0.3002421307506053
40,NP_009369.1,YAL033W,XP_500506.1,YALI0_B04752g,NP_009369.1,XP_500506.1,RNA-binding protein POP5,YALI0B04752p,0.8323699421965318
41,NP_009370.1,YAL032C,XP_501735.1,YALI0_C11715g,NP_009370.1,XP_501735.1,mRNA splicing protein PRP45,YALI0C11715p,0.5883905013192612
42,NP_009372.1,YAL030W,XP_499717.1,YALI0_A03113g,NP_009372.1,XP_499717.1,SNAP receptor SNC1,YALI0A03113p,0.9914529914529916
43,NP_009373.1,YAL029C,XP_503362.1,YALI0_E00176g,NP_009373.1,XP_503362.1,myosin 4,YALI0E00176p,1.0414683888511216
44,NP_009376.2,YAL026C,XP_504778.1,YALI0_E34551g,NP_009376.2,XP_504778.1,aminophospholipid-translocating P4-type ATPase DRS2,YALI0E34551p,0.8575645756457565
45,NP_009377.2,YAL025C,XP_501581.1,YALI0_C08052g,NP_009377.2,XP_501581.1,ribosome biosynthesis protein MAK16,66S preribosome component MAK16,0.6437908496732027
46,NP_009378.1,YAL024C,XP_504784.1,YALI0_E34727g,NP_009378.1,XP_504784.1,mitotic regulator LTE1,YALI0E34727p,0.2912891986062718
47,NP_009379.2,YAL023C,XP_502178.1,YALI0_C23364g,NP_009379.2,XP_502178.1,dolichyl-phosphate-mannose-protein mannosyltransferase PMT2,YALI0C23364p,0.9881422924901184
48,NP_009380.1,YAL022C,XP_502177.1,YALI0_C23342g,NP_009380.1,XP_502177.1,nucleoside transmembrane transporter FUN26,YALI0C23342p,0.8588007736943907
49,NP_009381.1,YAL021C,XP_500917.1,YALI0_B15147g,NP_009381.1,XP_500917.1,CCR4-NOT core exoribonuclease subunit CCR4,YALI0B15147p,0.8614097968936678
50,NP_009383.1,YAL019W,XP_506004.1,YALI0_F28831g,NP_009383.1,XP_506004.1,DNA-dependent ATPase FUN30,YALI0F28831p,0.5013262599469496
51,NP_009384.1,YAL018C,XP_502033.1,YALI0_C19943g,NP_009384.1,XP_502033.1,Lds1p,YALI0C19943p,0.7230769230769231
52,NP_009386.1,YAL016W,XP_504837.1,YALI0_F00836g,NP_009386.1,XP_504837.1,protein phosphatase 2A structural subunit TPD3,YALI0F00836p,0.9763779527559056
53,NP_009387.1,YAL015C,XP_504957.1,YALI0_F03641g,NP_009387.1,XP_504957.1,bifunctional N-glycosylase/AP lyase NTG1,YALI0F03641p,0.7117794486215538
54,NP_009388.2,YAL014C,XP_504081.1,YALI0_E17875g,NP_009388.2,XP_504081.1,syntaxin,YALI0E17875p,0.984313725490196
55,NP_009389.3,YAL013W,XP_505054.1,YALI0_F05896g,NP_009389.3,XP_505054.1,Rpd3L histone deacetylase complex subunit DEP1,YALI0F05896p,0.562962962962963
56,NP_009390.1,YAL012W,XP_505053.1,YALI0_F05874g,NP_009390.1,XP_505053.1,cystathionine gamma-lyase CYS3,YALI0F05874p,0.9949238578680204
57,NP_009392.2,YAL010C,XP_502348.1,YALI0_D02959g,NP_009392.2,XP_502348.1,Mdm10p,YALI0D02959p,0.7363083164300203
58,NP_009393.1,YAL009W,XP_502352.1,YALI0_D03091g,NP_009393.1,XP_502352.1,Nem1-Spo7 phosphatase regulatory subunit SPO7,YALI0D03091p,0.6332046332046332
59,NP_009395.1,YAL007C,XP_500858.1,YALI0_B13882g,NP_009395.1,XP_500858.1,Erp2p,YALI0B13882p,0.9767441860465116
60,NP_009396.2,YAL005C,XP_502562.1,YALI0_D08184g,NP_009396.2,XP_502562.1,Hsp70 family ATPase SSA1,YALI0D08184p,0.9517133956386292
61,NP_009398.1,YAL003W,XP_505218.1,YALI0_F09669g,NP_009398.1,XP_505218.1,translation elongation factor 1 subunit beta,YALI0F09669p,1.077669902912621
62,NP_009399.2,YAL002W,XP_502159.2,YALI0_C22946g,NP_009399.2,XP_502159.2,CORVET complex membrane-binding subunit VPS8,YALI0C22946p,1.086342229199372
63,NP_009400.1,YAL001C,XP_502127.1,YALI0_C22231g,NP_009400.1,XP_502127.1,transcription factor TFIIIC subunit TFC3,YALI0C22231p,0.3801724137931034
64,NP_009401.1,YAR002W,XP_502128.1,YALI0_C22253g,NP_009401.1,XP_502128.1,FG-nucleoporin NUP60,YALI0C22253p,0.8682745825602969
65,NP_009402.1,YAR002C-A,XP_501960.2,YALI0_C18073g,NP_009402.1,XP_501960.2,Erp1p,YALI0C18073p,0.9863013698630136
66,NP_009403.1,YAR003W,XP_502155.1,YALI0_C22858g,NP_009403.1,XP_502155.1,COMPASS subunit protein SWD1,YALI0C22858p,1.0070422535211268
67,NP_009404.1,YAR007C,XP_503990.1,YALI0_E15642g,NP_009404.1,XP_503990.1,replication factor A subunit protein RFA1,YALI0E15642p,0.714975845410628
68,NP_009405.1,YAR008W,XP_504515.1,YALI0_E28600g,NP_009405.1,XP_504515.1,tRNA splicing endonuclease subunit SEN34,YALI0E28600p,1.018181818181818
69,NP_009409.1,YAR015W,XP_504710.1,YALI0_E33033g,NP_009409.1,XP_504710.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,YALI0E33033p,0.9869281045751634
70,NP_009410.1,YAR018C,XP_504757.1,YALI0_E34067g,NP_009410.1,XP_504757.1,serine/threonine protein kinase KIN3,YALI0E34067p,0.864367816091954
71,NP_009411.2,YAR019C,XP_505151.2,YALI0_F08165g,NP_009411.2,XP_505151.2,serine/threonine protein kinase CDC15,YALI0F08165p,0.2802874743326489
72,NP_009420.1,YAR035W,XP_505698.1,YALI0_F21197g,NP_009420.1,XP_505698.1,carnitine O-acetyltransferase YAT1,YALI0F21197p,1.0960698689956332
73,NP_009421.3,YAR042W,XP_505514.1,YALI0_F16940g,NP_009421.3,XP_505514.1,oxysterol-binding protein related protein SWH1,YALI0F16940p,0.3577441077441077
74,NP_009434.1,YAR071W,XP_501537.1,YALI0_C06930g,NP_009434.1,XP_501537.1,acid phosphatase PHO11,YALI0C06930p,0.9036402569593148
75,NP_009438.1,YBL112C,XP_501471.1,YALI0_C05368g,NP_009438.1,XP_501471.1,uncharacterized protein YBL112C,YALI0C05368p,1.0095238095238095
76,NP_009443.1,YBL107C,XP_501524.2,YALI0_C06600g,NP_009443.1,XP_501524.2,Mix23p,YALI0C06600p,0.8418367346938775
77,NP_009444.2,YBL106C,XP_503016.2,YALI0_D19096g,NP_009444.2,XP_503016.2,putative Rab GTPase-binding protein SRO77,YALI0D19096p,1.00990099009901
78,NP_009445.2,YBL105C,XP_505220.1,YALI0_F09746g,NP_009445.2,XP_505220.1,protein kinase C,YALI0F09746p,0.2910512597741094
79,NP_009446.2,YBL104C,XP_503002.1,YALI0_D18788g,NP_009446.2,XP_503002.1,Sea4p,YALI0D18788p,1.0183044315992291
80,NP_009448.1,YBL102W,XP_505292.1,YALI0_F11561g,NP_009448.1,XP_505292.1,Sft2p,YALI0F11561p,0.6790697674418604
81,NP_009453.2,YBL099W,XP_504936.1,YALI0_F03179g,NP_009453.2,XP_504936.1,F1F0 ATP synthase subunit alpha,YALI0F03179p,0.9412844036697248
82,NP_009454.1,YBL098W,XP_502634.1,YALI0_D09867g,NP_009454.1,XP_502634.1,kynurenine 3-monooxygenase,YALI0D09867p,0.991304347826087
83,NP_009455.3,YBL097W,XP_500461.1,YALI0_B03476g,NP_009455.3,XP_500461.1,condensin subunit BRN1,YALI0B03476p,0.2838196286472148
84,NP_009457.1,YBL095W,XP_504514.1,YALI0_E28578g,NP_009457.1,XP_504514.1,Mrx3p,YALI0E28578p,0.7444444444444445
85,NP_009459.1,YBL093C,XP_503776.1,YALI0_E10351g,NP_009459.1,XP_503776.1,Rox3p,YALI0E10351p,0.3
86,NP_009460.1,YBL092W,XP_504606.1,YALI0_E30811g,NP_009460.1,XP_504606.1,ribosomal 60S subunit protein L32,60S ribosomal protein L32,0.9923076923076924
87,NP_009461.2,YBL091C-A,XP_502438.1,YALI0_D05291g,NP_009461.2,XP_502438.1,phospholipid metabolism-regulating protein SCS22,YALI0D05291p,0.68
88,NP_009462.2,YBL091C,XP_502433.1,YALI0_D05159g,NP_009462.2,XP_502433.1,methionine aminopeptidase,YALI0D05159p,0.8171021377672208
89,NP_009464.2,YBL089W,XP_502717.1,YALI0_D11836g,NP_009464.2,XP_502717.1,amino acid transporter,YALI0D11836p,0.982570806100218
90,NP_009465.2,YBL088C,XP_502380.1,YALI0_D03888g,NP_009465.2,XP_502380.1,DNA-binding protein kinase TEL1,YALI0D03888p,0.2820236813778256
91,NP_009466.1,YBL087C,XP_502651.1,YALI0_D10263g,NP_009466.1,XP_502651.1,ribosomal 60S subunit protein L23A,60S ribosomal protein L23,0.978102189781022
92,NP_009467.1,YBL086C,XP_504373.1,YALI0_E24915g,NP_009467.1,XP_504373.1,uncharacterized protein YBL086C,YALI0E24915p,0.4120171673819742
93,NP_009469.2,YBL084C,XP_500254.1,YALI0_A19712g,NP_009469.2,XP_500254.1,anaphase promoting complex subunit CDC27,YALI0A19712p,0.4076517150395778
94,NP_009471.1,YBL082C,XP_503488.1,YALI0_E03190g,NP_009471.1,XP_503488.1,"dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase",YALI0E03190p,0.611353711790393
95,NP_009473.2,YBL080C,XP_503726.1,YALI0_E09240g,NP_009473.2,XP_503726.1,glutamyl-tRNA(Gln) amidotransferase subunit PET112,YALI0E09240p,1.0536044362292052
96,NP_009474.1,YBL079W,XP_503470.1,YALI0_E02706g,NP_009474.1,XP_503470.1,Nup170p,YALI0E02706p,1.003994673768309
97,NP_009475.1,YBL078C,XP_503468.2,YALI0_E02662g,NP_009475.1,XP_503468.2,ubiquitin-like protein ATG8,YALI0E02662p,0.9914529914529916
98,NP_009477.1,YBL076C,XP_499609.1,YALI0_A00264g,NP_009477.1,XP_499609.1,isoleucine--tRNA ligase ILS1,YALI0A00264p,1.0027985074626866
99,NP_009478.1,YBL075C,XP_503148.1,YALI0_D22352g,NP_009478.1,XP_503148.1,Hsp70 family ATPase SSA3,YALI0D22352p,0.938366718027735
100,NP_009479.1,YBL074C,XP_499664.1,YALI0_A01782g,NP_009479.1,XP_499664.1,U5 snRNP complex subunit AAR2,YALI0A01782p,0.9408450704225352
101,NP_009481.1,YBL072C,XP_505848.1,YALI0_F24959g,NP_009481.1,XP_505848.1,ribosomal 40S subunit protein S8A,40S ribosomal protein S8,1.0
102,NP_009484.2,YBL069W,XP_504234.1,YALI0_E21560g,NP_009484.2,XP_504234.1,Ast1p,YALI0E21560p,0.372960372960373
103,NP_009485.3,YBL068W,XP_504681.1,YALI0_E32351g,NP_009485.3,XP_504681.1,ribose phosphate diphosphokinase subunit PRS4,YALI0E32351p,0.9846625766871164
104,NP_009486.3,YBL067C,XP_504881.1,YALI0_F01903g,NP_009486.3,XP_504881.1,ubiquitin-specific protease UBP13,YALI0F01903p,0.4377510040160642
105,NP_009487.2,YBL066C,XP_502427.1,YALI0_D05005g,NP_009487.2,XP_502427.1,Sef1p,YALI0D05005p,0.3911149825783972
106,NP_009489.1,YBL064C,XP_505152.1,YALI0_F08195g,NP_009489.1,XP_505152.1,thioredoxin peroxidase PRX1,YALI0F08195p,0.8850574712643678
107,NP_009490.1,YBL063W,XP_505401.1,YALI0_F14179g,NP_009490.1,XP_505401.1,Kip1p,YALI0F14179p,0.4626462646264626
108,NP_009492.1,YBL061C,XP_504882.1,YALI0_F01925g,NP_009492.1,XP_504882.1,Skt5p,YALI0F01925p,0.5775862068965517
109,NP_009493.1,YBL060W,XP_502276.1,YALI0_D01221g,NP_009493.1,XP_502276.1,Arf family guanine nucleotide exchange factor YEL1,YALI0D01221p,0.2852983988355167
110,NP_009494.1,YBL059W,XP_505747.1,YALI0_F22367g,NP_009494.1,XP_505747.1,Iai11p,YALI0F22367p,0.7098445595854922
111,NP_009495.1,YBL058W,XP_503959.1,YALI0_E14927g,NP_009495.1,XP_503959.1,protein phosphatase regulator SHP1,YALI0E14927p,0.7021276595744681
112,NP_009496.2,YBL057C,XP_504466.1,YALI0_E27412g,NP_009496.2,XP_504466.1,aminoacyl-tRNA hydrolase,YALI0E27412p,0.6586538461538461
113,NP_009497.2,YBL056W,XP_503956.1,YALI0_E14795g,NP_009497.2,XP_503956.1,type 2C protein phosphatase PTC3,YALI0E14795p,0.6153846153846154
114,NP_009498.1,YBL055C,XP_503957.1,YALI0_E14817g,NP_009498.1,XP_503957.1,3\\'-5\\'-exodeoxyribonuclease,YALI0E14817p,0.9282296650717704
115,NP_009501.1,YBL052C,XP_499739.1,YALI0_A03861g,NP_009501.1,XP_499739.1,histone acetyltransferase,YALI0A03861p,0.3910950661853189
116,NP_009503.1,YBL050W,XP_502203.1,YALI0_C23947g,NP_009503.1,XP_502203.1,Sec17p,YALI0C23947p,0.9931506849315068
117,NP_009504.1,YBL049W,XP_502845.1,YALI0_D15092g,NP_009504.1,XP_502845.1,Moh1p,YALI0D15092p,0.6376811594202898
118,NP_009506.1,YBL047C,XP_502201.1,YALI0_C23903g,NP_009506.1,XP_502201.1,Ede1p,YALI0C23903p,0.2693700217233888
119,NP_009507.1,YBL046W,XP_502573.1,YALI0_D08419g,NP_009507.1,XP_502573.1,Psy4p,YALI0D08419p,0.3446712018140589
120,NP_009508.1,YBL045C,XP_500073.1,YALI0_A14806g,NP_009508.1,XP_500073.1,ubiquinol--cytochrome-c reductase subunit COR1,YALI0A14806p,1.013129102844639
121,NP_009510.1,YBL043W,XP_500604.1,YALI0_B07403g,NP_009510.1,XP_500604.1,Ecm13p,YALI0B07403p,0.311284046692607
122,NP_009511.1,YBL042C,XP_502451.1,YALI0_D05621g,NP_009511.1,XP_502451.1,uridine permease,YALI0D05621p,0.8857589984350548
123,NP_009512.1,YBL041W,XP_502489.2,YALI0_D06523g,NP_009512.1,XP_502489.2,proteasome core particle subunit beta 6,YALI0D06523p,0.9377593360995852
124,NP_009513.1,YBL040C,XP_502490.1,YALI0_D06545g,NP_009513.1,XP_502490.1,Erd2p,YALI0D06545p,1.0091324200913243
125,NP_009514.1,YBL039C,XP_500526.1,YALI0_B05368g,NP_009514.1,XP_500526.1,CTP synthase URA7,YALI0B05368p,0.993091537132988
126,NP_009515.1,YBL038W,XP_501963.1,YALI0_C18139g,NP_009515.1,XP_501963.1,mitochondrial 54S ribosomal protein YmL47,YALI0C18139p,0.853448275862069
127,NP_009516.1,YBL037W,XP_501983.1,YALI0_C18623g,NP_009516.1,XP_501983.1,Apl3p,YALI0C18623p,0.968780487804878
128,NP_009517.1,YBL036C,XP_502113.1,YALI0_C21934g,NP_009517.1,XP_502113.1,uncharacterized protein YBL036C,YALI0C21934p,0.8365758754863813
129,NP_009518.1,YBL035C,XP_504121.1,YALI0_E18832g,NP_009518.1,XP_504121.1,DNA-directed DNA polymerase alpha subunit POL12,YALI0E18832p,0.9858156028368794
130,NP_009520.1,YBL033C,XP_503453.1,YALI0_E02288g,NP_009520.1,XP_503453.1,GTP cyclohydrolase II,YALI0E02288p,0.8231884057971014
131,NP_009521.1,YBL032W,XP_500190.1,YALI0_A18161g,NP_009521.1,XP_500190.1,Hek2p,YALI0A18161p,0.868766404199475
132,NP_009523.1,YBL030C,XP_499953.1,YALI0_A10659g,NP_009523.1,XP_499953.1,ADP/ATP carrier protein PET9,ADP/ATP carrier protein,0.9465408805031448
133,NP_009524.1,YBL029W,XP_501874.2,YALI0_C15576g,NP_009524.1,XP_501874.2,uncharacterized protein YBL029W,YALI0C15576p,0.2553191489361702
134,NP_009526.1,YBL027W,XP_504378.1,YALI0_E25025g,NP_009526.1,XP_504378.1,ribosomal 60S subunit protein L19B,60S ribosomal protein L19,0.9947089947089948
135,NP_009527.1,YBL026W,XP_505162.1,YALI0_F08459g,NP_009527.1,XP_505162.1,Sm-like protein LSM2,YALI0F08459p,0.9789473684210528
136,NP_009529.1,YBL024W,XP_503641.1,YALI0_E06765g,NP_009529.1,XP_503641.1,tRNA (cytosine-C5-)-methyltransferase,YALI0E06765p,1.0570175438596492
137,NP_009530.1,YBL023C,XP_505001.1,YALI0_F04664g,NP_009530.1,XP_505001.1,MCM DNA helicase complex subunit MCM2,YALI0F04664p,0.9539170506912442
138,NP_009531.1,YBL022C,XP_505897.1,YALI0_F26169g,NP_009531.1,XP_505897.1,ATP-dependent Lon protease PIM1,YALI0F26169p,0.884377758164166
139,NP_009532.1,YBL021C,XP_505520.1,YALI0_F17072g,NP_009532.1,XP_505520.1,Hap3p,YALI0F17072p,0.6875
140,NP_009533.1,YBL020W,XP_503639.1,YALI0_E06721g,NP_009533.1,XP_503639.1,glycolipid translocation protein,YALI0E06721p,1.0156794425087108
141,NP_009534.1,YBL019W,XP_501555.1,YALI0_C07436g,NP_009534.1,XP_501555.1,DNA-(apurinic or apyrimidinic site) lyase APN2,YALI0C07436p,0.8884615384615384
142,NP_009535.1,YBL018C,XP_002143109.1,YALI0_F13068g,NP_009535.1,XP_002143109.1,ribonuclease P,YALI0F13068p,0.6766917293233082
143,NP_009536.1,YBL017C,XP_503576.1,YALI0_E05247g,NP_009536.1,XP_503576.1,type I sorting receptor,YALI0E05247p,0.4889170360987967
144,NP_009537.1,YBL016W,XP_504312.1,YALI0_E23496g,NP_009537.1,XP_504312.1,mitogen-activated serine/threonine-protein kinase FUS3,YALI0E23496p,0.9886685552407932
145,NP_009538.1,YBL015W,XP_504613.1,YALI0_E30965g,NP_009538.1,XP_504613.1,acetyl-CoA hydrolase,YALI0E30965p,0.9980988593155894
146,NP_009540.2,YBL013W,XP_505097.1,YALI0_F06820g,NP_009540.2,XP_505097.1,methionyl-tRNA formyltransferase,YALI0F06820p,0.9326683291770572
147,NP_009542.1,YBL011W,XP_501275.1,YALI0_C00209g,NP_009542.1,XP_501275.1,bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1,YALI0C00209p,0.938076416337286
148,NP_009544.1,YBL009W,XP_499618.1,YALI0_A00506g,NP_009544.1,XP_499618.1,protein kinase ALK2,YALI0A00506p,0.5872781065088757
149,NP_009545.2,YBL008W,XP_504209.2,YALI0_E20933g,NP_009545.2,XP_504209.2,Hir1p,YALI0E20933p,1.0273809523809525
150,NP_009546.1,YBL007C,XP_499831.1,YALI0_A07018g,NP_009546.1,XP_499831.1,cytoskeletal protein-binding protein SLA1,YALI0A07018p,0.4606109324758842
151,NP_009551.2,YBL004W,XP_503151.1,YALI0_D22440g,NP_009551.2,XP_503151.1,Utp20p,YALI0D22440p,1.0381066987565182
152,NP_009552.1,YBL003C,XP_504426.1,YALI0_E26477g,NP_009552.1,XP_504426.1,histone H2A,YALI0E26477p,1.0075757575757576
153,NP_009553.1,YBL002W,XP_504425.1,YALI0_E26455g,NP_009553.1,XP_504425.1,histone H2B,YALI0E26455p,0.9618320610687024
154,NP_009554.1,YBL001C,XP_504424.1,YALI0_E26433g,NP_009554.1,XP_504424.1,Ecm15p,YALI0E26433p,1.0
155,NP_009555.1,YBR001C,XP_502868.1,YALI0_D15598g,NP_009555.1,XP_502868.1,"alpha,alpha-trehalase NTH2",YALI0D15598p,0.7346153846153847
156,NP_009556.1,YBR002C,XP_501991.1,YALI0_C18799g,NP_009556.1,XP_501991.1,"ditrans,polycis-polyprenyl diphosphate synthase",YALI0C18799p,0.9405594405594404
157,NP_009557.1,YBR003W,XP_501989.1,YALI0_C18755g,NP_009557.1,XP_501989.1,trans-hexaprenyltranstransferase,YALI0C18755p,0.9619450317124736
158,NP_009558.2,YBR004C,XP_505296.1,YALI0_F11649g,NP_009558.2,XP_505296.1,GPI-anchor transamidase GPI18,YALI0F11649p,0.9953810623556582
159,NP_009559.1,YBR005W,XP_504051.1,YALI0_E17127g,NP_009559.1,XP_504051.1,Rcr1p,YALI0E17127p,0.4507042253521127
160,NP_009560.1,YBR006W,XP_505898.1,YALI0_F26191g,NP_009560.1,XP_505898.1,succinate-semialdehyde dehydrogenase (NAD(P)(+)),YALI0F26191p,0.9678068410462776
161,NP_009561.2,YBR007C,XP_499854.1,YALI0_A07821g,NP_009561.2,XP_499854.1,Dsf2p,YALI0A07821p,0.2554347826086957
162,NP_009562.1,YBR008C,XP_501444.1,YALI0_C04499g,NP_009562.1,XP_501444.1,Flr1p,YALI0C04499p,0.9197080291970804
163,NP_009563.1,YBR009C,XP_505887.1,YALI0_F25883g,NP_009563.1,XP_505887.1,histone H4,YALI0F25883p,1.0
164,NP_009564.1,YBR010W,XP_505888.1,YALI0_F25905g,NP_009564.1,XP_505888.1,histone H3,YALI0F25905p,1.0220588235294117
